invoice_line_id,invoice_id,invoice_date,airline_code,movement_id,charge_type,quantity,unit_rate,amount_billed,currency
BL00284,INV-202603-BN,2026-03-31,BN,MOV00096,AEROBRIDGE,33,120.00,3960.00,MYR
BL00285,INV-202603-BN,2026-03-31,BN,MOV00096,PSC,91,35.00,3185.00,MYR
BL00286,INV-202603-QC,2026-03-31,QC,MOV00097,LANDING,412,12.00,4944.00,MYR
BL00287,INV-202603-QC,2026-03-31,QC,MOV00097,PARKING,4,8.00,32.00,MYR
BL00288,INV-202603-QC,2026-03-31,QC,MOV00097,AEROBRIDGE,2,120.00,240.00,MYR
BL00289,INV-202606-BN,2026-06-30,BN,MOV00099,LANDING,351,13.50,4738.50,MYR
BL00290,INV-202606-BN,2026-06-30,BN,MOV00099,PARKING,2,8.00,16.00,MYR
BL00291,INV-202606-BN,2026-06-30,BN,MOV00099,AEROBRIDGE,2,120.00,240.00,MYR
BL00292,INV-202606-BN,2026-06-30,BN,MOV00099,PSC,313,11.00,3443.00,MYR
BL00293,INV-202603-CX,2026-03-31,CX,MOV00100,LANDING,93,12.00,1116.00,MYR
BL00295,INV-202603-CX,2026-03-31,CX,MOV00100,AEROBRIDGE,2,120.00,240.00,MYR
BL00296,INV-202603-CX,2026-03-31,CX,MOV00100,PSC,160,11.00,1760.00,MYR
BL00297,INV-202605-ML,2026-05-31,ML,MOV00101,LANDING,23,13.50,310.50,MYR
BL00298,INV-202605-ML,2026-05-31,ML,MOV00101,PARKING,1,8.00,8.00,MYR
BL00299,INV-202605-ML,2026-05-31,ML,MOV00101,AEROBRIDGE,2,120.00,240.00,MYR
BL00300,INV-202605-ML,2026-05-31,ML,MOV00101,PSC,45,35.00,1575.00,MYR
BL00301,INV-202604-TG,2026-04-30,TG,MOV00102,LANDING,78,12.00,936.00,MYR
BL00302,INV-202604-TG,2026-04-30,TG,MOV00102,PARKING,15,8.00,120.00,MYR
BL00303,INV-202604-TG,2026-04-30,TG,MOV00102,AEROBRIDGE,5,120.00,600.00,MYR
BL00304,INV-202604-TG,2026-04-30,TG,MOV00102,PSC,138,35.00,4830.00,MYR
BL00305,INV-202601-GA,2026-01-31,GA,MOV00103,LANDING,242,12.00,2904.00,MYR
BL00306,INV-202601-GA,2026-01-31,GA,MOV00103,PARKING,2,8.00,16.00,MYR
BL00307,INV-202601-GA,2026-01-31,GA,MOV00103,AEROBRIDGE,2,120.00,240.00,MYR
BL00308,INV-202601-GA,2026-01-31,GA,MOV00103,PSC,240,11.00,2640.00,MYR
BL00309,INV-202605-VN,2026-05-31,VN,MOV00105,LANDING,51,13.50,688.51,MYR
BL00310,INV-202605-VN,2026-05-31,VN,MOV00105,PSC,50,35.00,1750.00,MYR
BL00311,INV-202601-KP,2026-01-31,KP,MOV00106,LANDING,228,10.20,2325.60,MYR
BL00312,INV-202601-KP,2026-01-31,KP,MOV00106,AEROBRIDGE,1,120.00,120.00,MYR
BL00313,INV-202601-KP,2026-01-31,KP,MOV00106,PSC,213,35.00,7455.00,MYR
BL00314,INV-202603-ML,2026-03-31,ML,MOV00107,LANDING,242,10.20,2468.40,MYR
BL00315,INV-202603-ML,2026-03-31,ML,MOV00107,PARKING,119,8.00,952.00,MYR
BL00316,INV-202603-ML,2026-03-31,ML,MOV00107,AEROBRIDGE,31,120.00,3720.00,MYR
BL00317,INV-202603-ML,2026-03-31,ML,MOV00107,PSC,177,35.00,6195.00,MYR
BL00318,INV-202606-FX,2026-06-30,FX,MOV00108,LANDING,63,13.50,850.50,MYR
BL00319,INV-202605-BN,2026-05-31,BN,MOV00109,LANDING,280,13.50,3780.00,MYR
BL00320,INV-202605-BN,2026-05-31,BN,MOV00109,PARKING,2,8.00,16.00,MYR
BL00321,INV-202605-BN,2026-05-31,BN,MOV00109,AEROBRIDGE,2,120.00,240.00,MYR
BL00322,INV-202605-BN,2026-05-31,BN,MOV00109,PSC,237,11.00,2607.00,MYR
BL00323,INV-202605-GA,2026-05-31,GA,MOV00110,LANDING,93,13.50,1255.50,MYR
BL00324,INV-202605-GA,2026-05-31,GA,MOV00110,PARKING,1,8.00,8.00,MYR
BL00326,INV-202605-GA,2026-05-31,GA,MOV00110,PSC,113,11.00,1243.00,MYR
BL00327,INV-202604-CQ,2026-04-30,CQ,MOV00111,LANDING,351,13.50,4738.50,MYR
BL00328,INV-202604-KP,2026-04-30,KP,MOV00111,PARKING,8,8.00,64.00,MYR
BL00329,INV-202604-KP,2026-04-30,KP,MOV00111,AEROBRIDGE,3,120.00,360.00,MYR
BL00330,INV-202604-KP,2026-04-30,KP,MOV00111,PSC,292,35.00,10220.00,MYR
BL00331,INV-202602-RJ,2026-02-28,RJ,MOV00112,LANDING,78,14.40,1123.20,MYR
BL00332,INV-202602-RJ,2026-02-28,RJ,MOV00112,AEROBRIDGE,1,120.00,120.00,MYR
BL00333,INV-202602-RJ,2026-02-28,RJ,MOV00112,PSC,107,11.00,1177.00,MYR
BL00334,INV-202603-RJ,2026-03-31,RJ,MOV00113,LANDING,242,12.00,2904.00,MYR
BL00335,INV-202603-RJ,2026-03-31,RJ,MOV00113,PARKING,2,8.00,16.00,MYR
BL00336,INV-202603-RJ,2026-03-31,RJ,MOV00113,PSC,161,35.00,5635.00,MYR
BL00338,INV-202601-QC,2026-01-31,QC,MOV00114,PARKING,15,8.00,120.00,MYR
BL00339,INV-202605-BN,2026-05-31,BN,MOV00115,LANDING,51,13.50,688.50,MYR
BL00340,INV-202605-BN,2026-05-31,BN,MOV00115,PARKING,14,8.00,112.00,MYR
BL00341,INV-202605-BN,2026-05-31,BN,MOV00115,AEROBRIDGE,5,120.00,600.00,MYR
BL00342,INV-202605-BN,2026-05-31,BN,MOV00115,PSC,55,35.00,1925.00,MYR
BL00343,INV-202602-BN,2026-02-28,BN,MOV00116,LANDING,351,12.00,4212.00,MYR
BL00344,INV-202602-BN,2026-02-28,BN,MOV00116,PSC,339,35.00,11865.00,MYR
BL00345,INV-202605-CX,2026-05-31,CX,MOV00117,LANDING,23,13.50,310.50,MYR
BL00346,INV-202605-QC,2026-05-31,QC,MOV00119,LANDING,63,13.50,850.50,MYR
BL00347,INV-202605-QC,2026-05-31,QC,MOV00119,AEROBRIDGE,1,120.00,120.00,MYR
BL00348,INV-202605-CQ,2026-05-31,CQ,MOV00120,LANDING,93,13.50,1255.50,MYR
BL00349,INV-202605-CQ,2026-05-31,CQ,MOV00120,PSC,167,11.00,1837.00,MYR
BL00351,INV-202602-BN,2026-02-28,BN,MOV00121,AEROBRIDGE,1,120.00,120.00,MYR
BL00352,INV-202602-BN,2026-02-28,BN,MOV00121,PSC,142,11.00,1562.00,MYR
BL00353,INV-202601-RJ,2026-01-31,RJ,MOV00122,LANDING,51,12.00,612.00,MYR
BL00354,INV-202601-RJ,2026-01-31,RJ,MOV00122,PARKING,14,8.00,112.00,MYR
BL00355,INV-202601-RJ,2026-01-31,RJ,MOV00122,AEROBRIDGE,5,120.00,600.00,MYR
BL00357,INV-202601-CQ,2026-01-31,CQ,MOV00123,LANDING,79,12.00,948.00,MYR
BL00358,INV-202601-CQ,2026-01-31,CQ,MOV00123,PARKING,79,8.00,632.00,MYR
BL00359,INV-202601-CQ,2026-01-31,CQ,MOV00123,AEROBRIDGE,21,120.00,2520.00,MYR
BL00360,INV-202601-CQ,2026-01-31,CQ,MOV00123,PSC,111,35.00,3885.00,MYR
BL00361,INV-202605-TG,2026-05-31,TG,MOV00124,LANDING,97,13.50,1309.50,MYR
BL00362,INV-202605-TG,2026-05-31,TG,MOV00124,AEROBRIDGE,1,120.00,120.00,MYR
BL00363,INV-202605-TG,2026-05-31,TG,MOV00124,PSC,161,11.00,1771.00,MYR
BL00364,INV-202603-TG,2026-03-31,TG,MOV00125,LANDING,78,12.00,936.00,MYR
BL00365,INV-202603-CQ,2026-03-31,CQ,MOV00125,PSC,91,35.00,3185.00,MYR
BL00366,INV-202605-FX,2026-05-31,FX,MOV00126,LANDING,347,13.50,4684.50,MYR
BL00367,INV-202605-FX,2026-05-31,FX,MOV00126,PARKING,2,8.00,16.00,MYR
BL00368,INV-202606-CQ,2026-06-30,CQ,MOV00127,LANDING,351,13.50,4738.50,MYR
BL00369,INV-202606-CQ,2026-06-30,CQ,MOV00127,PARKING,107,8.00,856.00,MYR
BL00370,INV-202606-CQ,2026-06-30,CQ,MOV00127,AEROBRIDGE,28,120.00,3360.00,MYR
BL00371,INV-202606-CQ,2026-06-30,CQ,MOV00127,PSC,260,35.00,9100.00,MYR
BL00372,INV-202601-TG,2026-01-31,TG,MOV00128,LANDING,242,12.00,2904.00,MYR
BL00373,INV-202601-TG,2026-01-31,TG,MOV00128,PARKING,2,8.00,16.00,MYR
BL00374,INV-202601-TG,2026-01-31,TG,MOV00128,PSC,154,35.00,5390.00,MYR
BL00375,INV-202603-QC,2026-03-31,QC,MOV00129,LANDING,412,12.00,4944.00,MYR
BL00376,INV-202603-QC,2026-03-31,QC,MOV00129,PARKING,1,8.00,8.00,MYR
BL00377,INV-202603-QC,2026-03-31,QC,MOV00129,AEROBRIDGE,5,120.00,600.00,MYR
BL00378,INV-202601-VN,2026-01-31,VN,MOV00130,LANDING,78,12.00,936.00,MYR
BL00379,INV-202601-VN,2026-01-31,VN,MOV00130,PARKING,1,8.00,8.00,MYR
BL00380,INV-202601-VN,2026-01-31,VN,MOV00130,AEROBRIDGE,2,120.00,240.00,MYR
BL00381,INV-202601-VN,2026-01-31,VN,MOV00130,PSC,135,35.00,4725.00,MYR
BL00382,INV-202603-ML,2026-03-31,ML,MOV00131,LANDING,351,12.00,4212.00,MYR
BL00383,INV-202603-ML,2026-03-31,ML,MOV00131,PARKING,12,8.00,96.00,MYR
BL00384,INV-202603-ML,2026-03-31,ML,MOV00131,AEROBRIDGE,4,120.00,480.00,MYR
BL00385,INV-202603-ML,2026-03-31,ML,MOV00131,PSC,254,35.00,8890.00,MYR
BL00386,INV-202602-CX,2026-02-28,CX,MOV00132,LANDING,280,12.00,3360.00,MYR
BL00387,INV-202602-CX,2026-02-28,CX,MOV00132,AEROBRIDGE,1,120.00,120.00,MYR
BL00388,INV-202602-CX,2026-02-28,CX,MOV00132,PSC,185,11.00,2035.00,MYR
BL00389,INV-202604-ML,2026-04-30,ML,MOV00133,LANDING,351,13.50,4738.50,MYR
BL00390,INV-202604-ML,2026-04-30,ML,MOV00133,AEROBRIDGE,1,120.00,120.00,MYR
BL00391,INV-202604-ML,2026-04-30,ML,MOV00133,PSC,198,11.00,2178.00,MYR
BL00392,INV-202606-CQ,2026-06-30,CQ,MOV00134,LANDING,78,13.50,1053.00,MYR
BL00393,INV-202606-CQ,2026-06-30,CQ,MOV00134,PARKING,56,8.00,448.00,MYR
BL00394,INV-202606-CQ,2026-06-30,CQ,MOV00134,PSC,93,35.00,3255.00,MYR
BL00395,INV-202603-RJ,2026-03-31,RJ,MOV00135,LANDING,78,12.00,936.00,MYR
BL00396,INV-202603-RJ,2026-03-31,RJ,MOV00135,PARKING,2,8.00,16.00,MYR
BL00397,INV-202603-RJ,2026-03-31,RJ,MOV00135,PSC,95,11.00,1045.00,MYR
BL00398,INV-202604-FX,2026-04-30,FX,MOV00136,LANDING,347,13.50,4684.50,MYR
BL00399,INV-202604-FX,2026-04-30,FX,MOV00136,PARKING,1,8.00,8.00,MYR
BL00400,INV-202604-FX,2026-04-30,FX,MOV00136,AEROBRIDGE,2,120.00,240.00,MYR
BL00401,INV-202604-BN,2026-04-30,BN,MOV00137,LANDING,23,13.50,310.50,MYR
BL00402,INV-202604-BN,2026-04-30,BN,MOV00137,PARKING,10,8.00,80.00,MYR
BL00403,INV-202604-BN,2026-04-30,BN,MOV00137,AEROBRIDGE,4,120.00,480.00,MYR
BL00404,INV-202604-BN,2026-04-30,BN,MOV00137,PSC,37,11.00,407.00,MYR
BL00405,INV-202606-VN,2026-06-30,VN,MOV00138,LANDING,93,13.50,1255.50,MYR
BL00407,INV-202606-VN,2026-06-30,VN,MOV00138,AEROBRIDGE,3,120.00,360.00,MYR
BL00408,INV-202606-VN,2026-06-30,VN,MOV00138,PSC,178,35.00,6230.00,MYR
BL00409,INV-202604-FX,2026-04-30,FX,MOV00139,LANDING,412,13.50,5562.00,MYR
BL00410,INV-202604-FX,2026-04-30,FX,MOV00139,PARKING,90,8.00,720.00,MYR
BL00411,INV-202604-FX,2026-04-30,FX,MOV00139,AEROBRIDGE,24,120.00,2880.00,MYR
BL00412,INV-202605-VN,2026-05-31,VN,MOV00140,LANDING,228,13.50,3078.00,MYR
BL00413,INV-202605-VN,2026-05-31,VN,MOV00140,PARKING,86,8.00,688.00,MYR
BL00414,INV-202605-VN,2026-05-31,VN,MOV00140,AEROBRIDGE,23,120.00,2760.00,MYR
BL00415,INV-202605-VN,2026-05-31,VN,MOV00140,PSC,140,35.00,4900.00,MYR
BL00416,INV-202601-BN,2026-01-31,BN,MOV00141,LANDING,228,12.00,2736.00,MYR
BL00417,INV-202606-CQ,2026-06-30,CQ,MOV00142,LANDING,280,13.50,3780.00,MYR
BL00418,INV-202606-CQ,2026-06-30,CQ,MOV00142,PARKING,119,8.00,952.00,MYR
BL00419,INV-202606-CQ,2026-06-30,CQ,MOV00142,AEROBRIDGE,31,120.00,3720.00,MYR
BL00420,INV-202606-CQ,2026-06-30,CQ,MOV00142,PSC,223,11.00,2453.00,MYR
BL00421,INV-202602-RJ,2026-02-28,RJ,MOV00143,LANDING,242,12.00,2904.00,MYR
BL00422,INV-202602-RJ,2026-02-28,RJ,MOV00143,PARKING,1,8.00,8.00,MYR
BL00423,INV-202602-RJ,2026-02-28,RJ,MOV00143,AEROBRIDGE,2,120.00,240.00,MYR
BL00424,INV-202602-RJ,2026-02-28,RJ,MOV00143,PSC,185,35.00,6475.00,MYR
BL00425,INV-202604-CQ,2026-04-30,CQ,MOV00144,LANDING,242,13.50,3267.00,MYR
BL00426,INV-202604-CQ,2026-04-30,CQ,MOV00144,PARKING,2,8.00,16.00,MYR
BL00427,INV-202604-CQ,2026-04-30,CQ,MOV00144,PSC,217,35.00,7595.00,MYR
BL00428,INV-202605-RJ,2026-05-31,RJ,MOV00145,LANDING,23,13.50,310.50,MYR
BL00429,INV-202605-RJ,2026-05-31,RJ,MOV00145,PARKING,52,8.00,416.00,MYR
BL00430,INV-202605-RJ,2026-05-31,RJ,MOV00145,AEROBRIDGE,14,120.00,1680.00,MYR
BL00431,INV-202605-RJ,2026-05-31,RJ,MOV00145,PSC,43,11.00,473.00,MYR
BL00432,INV-202602-VN,2026-02-28,VN,MOV00147,LANDING,51,12.00,612.00,MYR
BL00433,INV-202602-VN,2026-02-28,VN,MOV00147,PARKING,13,8.00,104.00,MYR
BL00434,INV-202602-VN,2026-02-28,VN,MOV00147,PSC,72,35.00,2520.00,MYR
BL00435,INV-202601-ML,2026-01-31,ML,MOV00148,LANDING,242,12.00,2904.00,MYR
BL00436,INV-202601-ML,2026-01-31,ML,MOV00148,PARKING,120,8.00,960.00,MYR
BL00437,INV-202601-ML,2026-01-31,ML,MOV00148,AEROBRIDGE,31,120.00,3720.00,MYR
BL00438,INV-202601-ML,2026-01-31,ML,MOV00148,PSC,201,35.00,7035.00,MYR
BL00439,INV-202605-CX,2026-05-31,CX,MOV00150,LANDING,23,13.50,310.50,MYR
BL00440,INV-202605-CX,2026-05-31,CX,MOV00150,PARKING,13,8.00,104.00,MYR
BL00441,INV-202605-CX,2026-05-31,CX,MOV00150,AEROBRIDGE,5,120.00,600.00,MYR
BL00442,INV-202605-CX,2026-05-31,CX,MOV00150,PSC,61,11.00,671.00,MYR
BL00443,INV-202603-SW,2026-03-31,SW,MOV00151,LANDING,351,12.00,4212.00,MYR
BL00444,INV-202603-SW,2026-03-31,SW,MOV00151,AEROBRIDGE,1,120.00,120.00,MYR
BL00445,INV-202603-SW,2026-03-31,SW,MOV00151,PSC,322,35.00,11270.00,MYR
BL00446,INV-202606-TG,2026-06-30,TG,MOV00152,LANDING,242,13.50,3267.00,MYR
BL00448,INV-202606-TG,2026-06-30,TG,MOV00152,AEROBRIDGE,2,120.00,240.00,MYR
BL00449,INV-202606-TG,2026-06-30,TG,MOV00152,PSC,272,11.00,2992.00,MYR
BL00450,INV-202604-SW,2026-04-30,SW,MOV00153,LANDING,280,13.50,3780.00,MYR
BL00451,INV-202604-SW,2026-04-30,SW,MOV00153,PARKING,4,8.00,32.00,MYR
BL00452,INV-202604-SW,2026-04-30,SW,MOV00153,AEROBRIDGE,2,120.00,240.00,MYR
BL00453,INV-202604-SW,2026-04-30,SW,MOV00153,PSC,165,11.00,1815.00,MYR
BL00454,INV-202603-VN,2026-03-31,VN,MOV00154,LANDING,351,12.00,4212.00,MYR
BL00455,INV-202603-VN,2026-03-31,VN,MOV00154,PARKING,10,8.00,80.00,MYR
BL00456,INV-202603-VN,2026-03-31,VN,MOV00154,PSC,327,35.00,11445.00,MYR
BL00457,INV-202602-FX,2026-02-28,FX,MOV00155,LANDING,412,12.00,4944.00,MYR
BL00458,INV-202603-VN,2026-03-31,VN,MOV00156,LANDING,228,12.00,2736.00,MYR
BL00459,INV-202603-ML,2026-03-31,ML,MOV00157,LANDING,228,12.00,2736.00,MYR
BL00460,INV-202603-ML,2026-03-31,ML,MOV00157,PSC,203,11.00,2233.00,MYR
BL00461,INV-202604-CQ,2026-04-30,CQ,MOV00159,LANDING,97,13.50,1309.50,MYR
BL00462,INV-202604-CQ,2026-04-30,CQ,MOV00159,AEROBRIDGE,1,120.00,120.00,MYR
BL00463,INV-202604-CQ,2026-04-30,CQ,MOV00159,PSC,122,35.00,4270.00,MYR
BL00464,INV-202605-GA,2026-05-31,GA,MOV00160,LANDING,280,13.50,3780.00,MYR
BL00465,INV-202605-GA,2026-05-31,GA,MOV00160,PARKING,1,8.00,8.00,MYR
BL00466,INV-202605-GA,2026-05-31,GA,MOV00160,PSC,282,35.00,9870.00,MYR
BL00467,INV-202604-CX,2026-04-30,CX,MOV00161,LANDING,97,13.50,1309.50,MYR
BL00468,INV-202604-CQ,2026-04-30,CQ,MOV00161,PARKING,27,8.00,216.00,MYR
BL00469,INV-202604-CQ,2026-04-30,CQ,MOV00161,AEROBRIDGE,8,120.00,960.00,MYR
BL00470,INV-202604-CQ,2026-04-30,CQ,MOV00161,PSC,182,11.00,2002.00,MYR
BL00471,INV-202605-KP,2026-05-31,KP,MOV00162,LANDING,351,13.50,4738.50,MYR
BL00472,INV-202601-FX,2026-01-31,FX,MOV00163,LANDING,347,12.00,4164.00,MYR
BL00473,INV-202601-FX,2026-01-31,FX,MOV00163,AEROBRIDGE,1,120.00,120.00,MYR
BL00474,INV-202604-FX,2026-04-30,FX,MOV00164,LANDING,412,13.50,5562.00,MYR
BL00475,INV-202601-SW,2026-01-31,SW,MOV00165,LANDING,242,12.00,2904.00,MYR
BL00477,INV-202601-SW,2026-01-31,SW,MOV00165,PSC,260,35.00,9100.00,MYR
BL00478,INV-202603-ML,2026-03-31,ML,MOV00167,LANDING,78,12.00,936.00,MYR
BL00479,INV-202603-ML,2026-03-31,ML,MOV00167,PARKING,1,8.00,8.00,MYR
BL00481,INV-202603-ML,2026-03-31,ML,MOV00167,PSC,168,35.00,5880.00,MYR
BL00482,INV-202603-ML,2026-03-31,ML,MOV00168,LANDING,97,14.40,1396.80,MYR
BL00483,INV-202603-ML,2026-03-31,ML,MOV00168,PARKING,12,8.00,96.00,MYR
BL00484,INV-202603-ML,2026-03-31,ML,MOV00168,AEROBRIDGE,4,120.00,480.00,MYR
BL00485,INV-202603-ML,2026-03-31,ML,MOV00168,PSC,166,11.00,1826.00,MYR
BL00486,INV-202603-BN,2026-03-31,BN,MOV00170,LANDING,79,12.00,948.00,MYR
BL00487,INV-202603-BN,2026-03-31,BN,MOV00170,PARKING,2,8.00,16.00,MYR
BL00488,INV-202603-BN,2026-03-31,BN,MOV00170,AEROBRIDGE,2,120.00,240.00,MYR
BL00489,INV-202603-BN,2026-03-31,BN,MOV00170,PSC,168,11.00,1848.00,MYR
BL00490,INV-202605-BN,2026-05-31,BN,MOV00171,LANDING,280,13.50,3780.00,MYR
BL00491,INV-202605-BN,2026-05-31,BN,MOV00171,PARKING,2,8.00,16.00,MYR
BL00492,INV-202605-BN,2026-05-31,BN,MOV00171,AEROBRIDGE,2,120.00,240.00,MYR
BL00493,INV-202605-BN,2026-05-31,BN,MOV00171,PSC,179,11.00,1969.00,MYR
BL00494,INV-202602-CX,2026-02-28,CX,MOV00172,LANDING,97,12.00,1164.00,MYR
BL00495,INV-202602-CX,2026-02-28,CX,MOV00172,PARKING,2,8.00,16.00,MYR
BL00496,INV-202602-CX,2026-02-28,CX,MOV00172,AEROBRIDGE,2,120.00,240.00,MYR
BL00497,INV-202602-CX,2026-02-28,CX,MOV00172,PSC,187,11.00,2057.00,MYR
BL00498,INV-202602-CQ,2026-02-28,CQ,MOV00173,LANDING,23,12.00,276.00,MYR
BL00499,INV-202602-CQ,2026-02-28,CQ,MOV00173,PARKING,54,8.00,432.00,MYR
BL00500,INV-202602-CQ,2026-02-28,CQ,MOV00173,AEROBRIDGE,15,120.00,1800.00,MYR
BL00501,INV-202602-CQ,2026-02-28,CQ,MOV00173,PSC,65,35.00,2275.00,MYR
BL00502,INV-202601-QC,2026-01-31,QC,MOV00174,LANDING,172,12.00,2064.00,MYR
BL00503,INV-202601-BN,2026-01-31,BN,MOV00175,LANDING,228,12.00,2736.00,MYR
BL00504,INV-202601-BN,2026-01-31,BN,MOV00175,PARKING,8,8.00,64.00,MYR
BL00505,INV-202601-BN,2026-01-31,BN,MOV00175,AEROBRIDGE,3,120.00,360.00,MYR
BL00506,INV-202601-BN,2026-01-31,BN,MOV00175,PSC,172,35.00,6020.00,MYR
BL00507,INV-202601-SW,2026-01-31,SW,MOV00176,LANDING,79,12.00,948.00,MYR
BL00508,INV-202601-SW,2026-01-31,SW,MOV00176,PARKING,2,8.00,16.00,MYR
BL00509,INV-202601-SW,2026-01-31,SW,MOV00176,AEROBRIDGE,2,120.00,240.00,MYR
BL00510,INV-202601-SW,2026-01-31,SW,MOV00176,PSC,108,35.00,3780.00,MYR
BL00511,INV-202606-TG,2026-06-30,TG,MOV00177,LANDING,242,13.50,3267.00,MYR
BL00512,INV-202606-VN,2026-06-30,VN,MOV00177,PARKING,11,8.00,88.00,MYR
BL00513,INV-202606-VN,2026-06-30,VN,MOV00177,PSC,190,35.00,6650.00,MYR
BL00514,INV-202602-QC,2026-02-28,QC,MOV00178,LANDING,347,12.00,4164.00,MYR
BL00515,INV-202602-QC,2026-02-28,QC,MOV00178,PARKING,12,8.00,96.00,MYR
BL00516,INV-202602-QC,2026-02-28,QC,MOV00178,AEROBRIDGE,4,120.00,480.00,MYR
BL00517,INV-202604-CX,2026-04-30,CX,MOV00179,LANDING,93,13.50,1255.50,MYR
BL00518,INV-202604-CX,2026-04-30,CX,MOV00179,PARKING,1,8.00,8.00,MYR
BL00519,INV-202604-CX,2026-04-30,CX,MOV00179,AEROBRIDGE,2,120.00,240.00,MYR
BL00520,INV-202604-CX,2026-04-30,CX,MOV00179,PSC,161,35.00,5635.00,MYR
BL00521,INV-202605-SW,2026-05-31,SW,MOV00180,LANDING,79,13.50,1066.50,MYR
BL00522,INV-202605-SW,2026-05-31,SW,MOV00180,PSC,103,11.00,1133.00,MYR
BL00523,INV-202603-ML,2026-03-31,ML,MOV00181,LANDING,280,12.00,3360.00,MYR
BL00524,INV-202603-ML,2026-03-31,ML,MOV00181,PARKING,2,8.00,16.00,MYR
BL00525,INV-202603-ML,2026-03-31,ML,MOV00181,AEROBRIDGE,2,120.00,240.00,MYR
BL00526,INV-202603-ML,2026-03-31,ML,MOV00181,PSC,292,35.00,10220.00,MYR
BL00527,INV-202602-VN,2026-02-28,VN,MOV00182,LANDING,79,12.00,948.00,MYR
BL00528,INV-202602-VN,2026-02-28,VN,MOV00182,PARKING,51,8.00,408.00,MYR
BL00529,INV-202602-VN,2026-02-28,VN,MOV00182,PSC,120,35.00,4200.00,MYR
BL00530,INV-202602-RJ,2026-02-28,RJ,MOV00183,LANDING,79,12.00,948.00,MYR
BL00531,INV-202602-RJ,2026-02-28,RJ,MOV00183,PARKING,2,8.00,16.00,MYR
BL00532,INV-202602-RJ,2026-02-28,RJ,MOV00183,PSC,95,11.00,1045.00,MYR
BL00533,INV-202602-BN,2026-02-28,BN,MOV00184,LANDING,23,12.00,276.00,MYR
BL00534,INV-202602-BN,2026-02-28,BN,MOV00184,PARKING,2,8.00,16.00,MYR
BL00535,INV-202602-BN,2026-02-28,BN,MOV00184,AEROBRIDGE,2,120.00,240.00,MYR
BL00536,INV-202602-BN,2026-02-28,BN,MOV00184,PSC,51,11.00,561.00,MYR
BL00537,INV-202601-QC,2026-01-31,QC,MOV00185,LANDING,172,12.00,2064.00,MYR
BL00538,INV-202604-KP,2026-04-30,KP,MOV00186,LANDING,242,13.50,3267.00,MYR
BL00539,INV-202604-KP,2026-04-30,KP,MOV00186,AEROBRIDGE,1,120.00,120.00,MYR
BL00540,INV-202604-KP,2026-04-30,KP,MOV00186,PSC,249,35.00,8715.00,MYR
BL00541,INV-202604-SW,2026-04-30,SW,MOV00187,LANDING,97,13.50,1309.50,MYR
BL00542,INV-202604-SW,2026-04-30,SW,MOV00187,PARKING,6,8.00,48.00,MYR
BL00543,INV-202604-SW,2026-04-30,SW,MOV00187,PSC,187,11.00,2057.00,MYR
BL00544,INV-202602-ML,2026-02-28,ML,MOV00188,LANDING,79,12.00,948.00,MYR
BL00545,INV-202602-ML,2026-02-28,ML,MOV00188,PARKING,116,8.00,928.00,MYR
BL00546,INV-202602-ML,2026-02-28,ML,MOV00188,AEROBRIDGE,30,120.00,3600.00,MYR
BL00547,INV-202602-ML,2026-02-28,ML,MOV00188,PSC,168,11.00,1848.00,MYR
BL00548,INV-202605-KP,2026-05-31,KP,MOV00189,LANDING,97,13.50,1309.50,MYR
BL00550,INV-202601-ML,2026-01-31,ML,MOV00190,LANDING,51,12.00,612.00,MYR
BL00551,INV-202601-ML,2026-01-31,ML,MOV00190,PARKING,7,8.00,56.00,MYR
BL00552,INV-202601-ML,2026-01-31,ML,MOV00190,AEROBRIDGE,3,120.00,360.00,MYR
BL00553,INV-202601-ML,2026-01-31,ML,MOV00190,PSC,52,35.00,1820.00,MYR
BL00554,INV-202602-KP,2026-02-28,KP,MOV00192,LANDING,228,12.00,2736.00,MYR
BL00555,INV-202602-KP,2026-02-28,KP,MOV00192,PARKING,1,8.00,8.00,MYR
BL00556,INV-202602-KP,2026-02-28,KP,MOV00192,AEROBRIDGE,2,120.00,240.00,MYR
BL00557,INV-202602-KP,2026-02-28,KP,MOV00192,PSC,209,11.00,2299.00,MYR
BL00558,INV-202604-FX,2026-04-30,FX,MOV00193,LANDING,412,13.50,5562.00,MYR
BL00559,INV-202604-FX,2026-04-30,FX,MOV00193,PARKING,10,8.00,80.00,MYR
BL00560,INV-202604-FX,2026-04-30,FX,MOV00193,AEROBRIDGE,5,120.00,600.00,MYR
BL00561,INV-202606-ML,2026-06-30,ML,MOV00194,LANDING,51,13.50,688.50,MYR
BL00562,INV-202606-ML,2026-06-30,ML,MOV00194,PARKING,2,8.00,16.00,MYR
BL00563,INV-202606-ML,2026-06-30,ML,MOV00194,PSC,51,35.00,1785.00,MYR
BL00564,INV-202605-CX,2026-05-31,CX,MOV00195,LANDING,79,13.50,1066.50,MYR
BL00565,INV-202605-CX,2026-05-31,CX,MOV00195,PSC,147,35.00,5145.00,MYR
BL00566,INV-202606-KP,2026-06-30,KP,MOV00196,LANDING,93,13.50,1255.50,MYR
BL00567,INV-202606-KP,2026-06-30,KP,MOV00196,PSC,137,35.00,4795.00,MYR
BL00568,INV-202602-GA,2026-02-28,GA,MOV00197,LANDING,228,12.00,2736.00,MYR
