movement_id,flight_no,airline_code,aircraft_reg,aircraft_type,mtow_tonnes,arrival_datetime,departure_datetime,stand,stand_type,pax_departing,scope,status,evidence_ref
MOV00160,GA5427,GA,9M-NAC,A359,280,2026-05-16 17:20,2026-05-16 18:26,R12,REMOTE,282,INTERNATIONAL,COMPLETED,EVD-20260516-0160
MOV00161,CQ816,CQ,9M-GPE,A21N,97,2026-04-21 06:45,2026-04-21 14:30,A08,CONTACT,182,DOMESTIC,COMPLETED,EVD-20260421-0161
MOV00162,KP4999,KP,9M-ZUY,B77W,351,2026-05-16 13:50,2026-05-18 01:02,R11,REMOTE,237,DOMESTIC,DIVERTED,EVD-20260516-0162
MOV00163,FX6088,FX,9M-XFA,B77F,347,2026-01-23 15:10,2026-01-23 15:51,A16,CONTACT,0,INTERNATIONAL,COMPLETED,EVD-20260123-0163
MOV00164,FX4524,FX,9M-CEK,B74F,412,2026-04-03 14:10,2026-04-03 15:17,R04,REMOTE,0,INTERNATIONAL,DIVERTED,EVD-20260403-0164
MOV00165,SW5359,SW,9M-HVJ,A333,242,2026-01-29 11:00,2026-01-29 11:46,A08,CONTACT,260,INTERNATIONAL,COMPLETED,EVD-20260129-0165
MOV00166,BN3688,BN,9M-JMT,B738,79,2026-01-17 17:15,2026-01-17 18:21,A19,CONTACT,114,INTERNATIONAL,CANCELLED,EVD-20260117-0166
MOV00167,ML6381,ML,9M-AFQ,A320,78,2026-03-10 09:25,2026-03-10 10:33,A03,CONTACT,168,INTERNATIONAL,COMPLETED,EVD-20260310-0167
MOV00168,ML2224,ML,9M-GBW,A21N,97,2026-03-16 13:15,2026-03-16 17:13,A02,CONTACT,166,DOMESTIC,COMPLETED,EVD-20260316-0168
MOV00169,TG1895,TG,9M-JFN,E190,51,2026-03-04 21:30,2026-03-05 02:28,A23,CONTACT,90,DOMESTIC,CANCELLED,EVD-20260304-0169
MOV00170,BN5411,BN,9M-CAD,B738,79,2026-03-16 20:15,2026-03-16 21:36,A09,CONTACT,168,DOMESTIC,COMPLETED,EVD-20260316-0170
MOV00171,BN288,BN,9M-UNS,A359,280,2026-05-08 07:15,2026-05-08 08:34,A02,CONTACT,179,DOMESTIC,COMPLETED,EVD-20260508-0171
MOV00172,CX7118,CX,9M-VVH,A21N,97,2026-02-27 21:25,2026-02-27 22:46,A06,CONTACT,187,DOMESTIC,COMPLETED,EVD-20260227-0172
MOV00173,CQ6234,CQ,9M-TUM,AT72,23,2026-02-26 22:10,2026-02-27 12:32,A14,CONTACT,65,INTERNATIONAL,COMPLETED,EVD-20260226-0173
MOV00174,QC8040,QC,9M-LVL,A30F,172,2026-01-23 16:40,2026-01-23 17:40,A19,CONTACT,0,INTERNATIONAL,DIVERTED,EVD-20260123-0174
MOV00175,BN3700,BN,9M-DBS,B788,228,2026-01-05 17:05,2026-01-05 20:03,A11,CONTACT,172,INTERNATIONAL,COMPLETED,EVD-20260105-0175
MOV00176,SW8530,SW,9M-QBG,B738,79,2026-01-13 12:05,2026-01-13 13:23,A20,CONTACT,108,DOMESTIC,COMPLETED,EVD-20260113-0176
MOV00177,VN2233,VN,9M-SSA,A333,242,2026-06-25 07:40,2026-06-25 11:17,R04,REMOTE,190,INTERNATIONAL,COMPLETED,EVD-20260625-0177
MOV00178,QC8770,QC,9M-ZSY,B77F,347,2026-02-18 06:25,2026-02-18 10:25,A05,CONTACT,0,DOMESTIC,COMPLETED,EVD-20260218-0178
MOV00179,CX2768,CX,9M-CLF,A321,93,2026-04-09 11:50,2026-04-09 13:03,A07,CONTACT,161,INTERNATIONAL,COMPLETED,EVD-20260409-0179
MOV00180,SW3153,SW,9M-QSF,B738,79,2026-05-08 20:40,2026-05-08 21:23,R16,REMOTE,103,DOMESTIC,COMPLETED,EVD-20260508-0180
MOV00181,ML1567,ML,9M-QYC,A359,280,2026-03-05 10:05,2026-03-05 11:28,A14,CONTACT,292,INTERNATIONAL,COMPLETED,EVD-20260305-0181
MOV00182,VN1528,VN,9M-RPG,B738,79,2026-02-28 08:20,2026-02-28 22:04,R11,REMOTE,120,INTERNATIONAL,COMPLETED,EVD-20260228-0182
MOV00183,RJ6508,RJ,9M-UGQ,B738,79,2026-02-16 12:20,2026-02-16 13:48,R11,REMOTE,95,DOMESTIC,COMPLETED,EVD-20260216-0183
MOV00184,BN3200,BN,9M-AXV,AT72,23,2026-02-11 20:20,2026-02-11 21:36,A04,CONTACT,51,DOMESTIC,COMPLETED,EVD-20260211-0184
MOV00185,QC4610,QC,9M-DNH,A30F,172,2026-01-13 19:10,2026-01-13 23:40,A12,CONTACT,0,INTERNATIONAL,DIVERTED,EVD-20260113-0185
MOV00186,KP3614,KP,9M-VRG,A333,242,2026-04-16 08:10,2026-04-16 08:53,A23,CONTACT,249,INTERNATIONAL,COMPLETED,EVD-20260416-0186
MOV00187,SW9688,SW,9M-STN,A21N,97,2026-04-28 05:15,2026-04-28 07:36,R03,REMOTE,187,DOMESTIC,COMPLETED,EVD-20260428-0187
MOV00188,ML811,ML,9M-BRR,B738,79,2026-02-23 20:00,2026-02-25 01:54,A07,CONTACT,168,DOMESTIC,COMPLETED,EVD-20260223-0188
MOV00189,KP6685,KP,9M-YKK,A21N,97,2026-05-10 20:45,2026-05-10 21:45,R02,REMOTE,175,DOMESTIC,COMPLETED,EVD-20260510-0189
MOV00190,ML6612,ML,9M-JUE,E190,51,2026-01-25 12:15,2026-01-25 14:50,A03,CONTACT,52,INTERNATIONAL,COMPLETED,EVD-20260125-0190
MOV00191,CX8171,CX,9M-FYS,AT72,23,2026-01-29 12:50,2026-01-29 13:46,A02,CONTACT,35,INTERNATIONAL,CANCELLED,EVD-20260129-0191
MOV00192,KP7675,KP,9M-ECR,B788,228,2026-02-22 20:15,2026-02-22 21:22,A01,CONTACT,209,DOMESTIC,COMPLETED,EVD-20260222-0192
MOV00193,FX5360,FX,9M-FEG,B74F,412,2026-04-05 13:05,2026-04-05 17:11,A06,CONTACT,0,INTERNATIONAL,COMPLETED,EVD-20260405-0193
MOV00194,ML3303,ML,9M-TZF,E190,51,2026-06-17 17:45,2026-06-17 19:04,R15,REMOTE,51,DOMESTIC,COMPLETED,EVD-20260617-0194
MOV00195,CX8287,CX,9M-WEZ,B738,79,2026-05-07 16:00,2026-05-07 16:40,R12,REMOTE,147,INTERNATIONAL,COMPLETED,EVD-20260507-0195
MOV00196,KP2443,KP,9M-XPW,A321,93,2026-06-02 19:50,2026-06-02 20:42,R04,REMOTE,137,INTERNATIONAL,COMPLETED,EVD-20260602-0196
MOV00197,GA9638,GA,9M-AZZ,B788,228,2026-02-09 07:30,2026-02-09 08:06,A07,CONTACT,191,DOMESTIC,COMPLETED,EVD-20260209-0197
MOV00198,TG7656,TG,9M-PRJ,A21N,97,2026-05-09 08:00,2026-05-09 11:06,R02,REMOTE,212,INTERNATIONAL,COMPLETED,EVD-20260509-0198
MOV00199,QC8469,QC,9M-NWT,B77F,347,2026-04-23 06:15,2026-04-23 07:20,A20,CONTACT,0,DOMESTIC,COMPLETED,EVD-20260423-0199
MOV00200,FX3064,FX,9M-VKP,B74F,412,2026-04-07 16:40,2026-04-08 14:02,R15,REMOTE,0,INTERNATIONAL,COMPLETED,EVD-20260407-0200
MOV00201,VN3126,VN,9M-WSP,A21N,97,2026-03-25 16:30,2026-03-27 02:26,R15,REMOTE,147,DOMESTIC,COMPLETED,EVD-20260325-0201
MOV00202,GA2257,GA,9M-PFL,E190,51,2026-02-09 09:20,2026-02-10 06:02,A18,CONTACT,62,DOMESTIC,COMPLETED,EVD-20260209-0202
MOV00203,VN3982,VN,9M-XPL,B788,228,2026-06-25 10:40,2026-06-25 11:56,A16,CONTACT,180,INTERNATIONAL,COMPLETED,EVD-20260625-0203
MOV00204,QC504,QC,9M-HWK,A30F,172,2026-05-18 21:40,2026-05-19 18:26,A02,CONTACT,0,INTERNATIONAL,COMPLETED,EVD-20260518-0204
MOV00205,CX9926,CX,9M-WKH,B738,79,2026-01-11 12:40,2026-01-11 15:28,A24,CONTACT,122,DOMESTIC,COMPLETED,EVD-20260111-0205
MOV00206,SW5756,SW,9M-NUP,B788,228,2026-02-14 14:10,2026-02-14 15:31,A17,CONTACT,170,INTERNATIONAL,COMPLETED,EVD-20260214-0206
MOV00207,FX8608,FX,9M-EAJ,B77F,347,2026-01-27 21:05,2026-01-27 22:29,A17,CONTACT,0,INTERNATIONAL,COMPLETED,EVD-20260127-0207
MOV00208,KP4841,KP,9M-YAR,A321,93,2026-05-22 09:30,2026-05-22 11:54,A10,CONTACT,143,INTERNATIONAL,COMPLETED,EVD-20260522-0208
MOV00209,TG3938,TG,9M-YHM,A21N,97,2026-03-13 22:15,2026-03-13 23:25,A17,CONTACT,143,INTERNATIONAL,COMPLETED,EVD-20260313-0209
MOV00210,VN3541,VN,9M-YVC,B77W,351,2026-01-15 18:25,2026-01-15 19:25,A20,CONTACT,186,INTERNATIONAL,COMPLETED,EVD-20260115-0210
MOV00211,CX5683,CX,9M-ARJ,B788,228,2026-04-09 08:50,2026-04-09 09:35,R12,REMOTE,138,DOMESTIC,COMPLETED,EVD-20260409-0211
MOV00212,FX656,FX,9M-XDW,B74F,412,2026-02-06 12:10,2026-02-06 12:50,A14,CONTACT,0,INTERNATIONAL,DIVERTED,EVD-20260206-0212
MOV00213,KP658,KP,9M-TFY,A359,280,2026-02-11 16:40,2026-02-11 20:24,A03,CONTACT,263,DOMESTIC,COMPLETED,EVD-20260211-0213
MOV00214,ML1618,ML,9M-MEA,A359,280,2026-05-17 08:30,2026-05-18 02:26,A12,CONTACT,178,DOMESTIC,COMPLETED,EVD-20260517-0214
MOV00215,QC8945,QC,9M-SJA,B733F,63,2026-06-20 06:45,2026-06-20 08:11,A21,CONTACT,0,INTERNATIONAL,COMPLETED,EVD-20260620-0215
MOV00216,KP6521,KP,9M-SKT,E190,51,2026-04-27 13:50,2026-04-27 15:12,R15,REMOTE,91,DOMESTIC,DIVERTED,EVD-20260427-0216
MOV00217,GA8082,GA,9M-BEA,E190,51,2026-06-20 14:05,2026-06-20 16:37,A07,CONTACT,85,INTERNATIONAL,COMPLETED,EVD-20260620-0217
MOV00218,TG5782,TG,9M-KWP,A359,280,2026-06-07 12:05,2026-06-07 22:05,R11,REMOTE,164,INTERNATIONAL,COMPLETED,EVD-20260607-0218
MOV00219,RJ4117,RJ,9M-LFZ,B77W,351,2026-06-22 20:40,2026-06-22 22:10,A03,CONTACT,190,INTERNATIONAL,COMPLETED,EVD-20260622-0219
MOV00220,GA915,GA,9M-NUB,E190,51,2026-03-12 11:45,2026-03-12 12:50,A10,CONTACT,70,INTERNATIONAL,COMPLETED,EVD-20260312-0220
MOV00221,TG443,TG,9M-KKB,A320,78,2026-05-17 18:20,2026-05-17 19:15,A18,CONTACT,151,INTERNATIONAL,COMPLETED,EVD-20260517-0221
MOV00222,ML2714,ML,9M-JQQ,B77W,351,2026-06-02 16:15,2026-06-02 17:44,A07,CONTACT,200,INTERNATIONAL,CANCELLED,EVD-20260602-0222
MOV00223,ML3213,ML,9M-HAP,A359,280,2026-06-23 05:45,2026-06-23 06:23,R10,REMOTE,245,INTERNATIONAL,COMPLETED,EVD-20260623-0223
MOV00224,CQ7485,CQ,9M-ZBA,A21N,97,2026-03-27 09:15,2026-03-27 11:32,R11,REMOTE,184,DOMESTIC,COMPLETED,EVD-20260327-0224
MOV00225,SW5770,SW,9M-EFG,A21N,97,2026-02-24 07:45,2026-02-24 08:36,R06,REMOTE,133,INTERNATIONAL,COMPLETED,EVD-20260224-0225
MOV00226,TG4345,TG,9M-TBA,A321,93,2026-03-10 19:50,2026-03-10 21:05,R07,REMOTE,152,DOMESTIC,COMPLETED,EVD-20260310-0226
MOV00227,ML6567,ML,9M-NXX,E190,51,2026-06-12 07:45,2026-06-12 09:12,R08,REMOTE,66,DOMESTIC,COMPLETED,EVD-20260612-0227
MOV00228,QC4891,QC,9M-QCC,B733F,63,2026-01-19 14:00,2026-01-19 15:05,A17,CONTACT,0,DOMESTIC,CANCELLED,EVD-20260119-0228
MOV00229,RJ7171,RJ,9M-ERG,A359,280,2026-02-21 06:25,2026-02-21 07:06,R04,REMOTE,160,INTERNATIONAL,COMPLETED,EVD-20260221-0229
MOV00230,ML5109,ML,9M-UTJ,A333,242,2026-01-03 19:25,2026-01-03 22:10,R06,REMOTE,229,INTERNATIONAL,COMPLETED,EVD-20260103-0230
MOV00231,KP4013,KP,9M-DJS,A21N,97,2026-06-10 13:15,2026-06-10 14:20,R04,REMOTE,133,INTERNATIONAL,COMPLETED,EVD-20260610-0231
MOV00232,QC5501,QC,9M-BKE,B74F,412,2026-05-12 12:15,2026-05-14 03:23,R08,REMOTE,0,DOMESTIC,COMPLETED,EVD-20260512-0232
MOV00233,VN7200,VN,9M-QBK,A359,280,2026-05-20 19:20,2026-05-21 04:14,R04,REMOTE,162,INTERNATIONAL,DIVERTED,EVD-20260520-0233
MOV00234,VN8611,VN,9M-WQT,AT72,23,2026-03-31 21:00,2026-03-31 21:49,R03,REMOTE,51,DOMESTIC,COMPLETED,EVD-20260331-0234
MOV00235,QC9500,QC,9M-MWU,A30F,172,2026-04-12 09:20,2026-04-13 16:52,R14,REMOTE,0,DOMESTIC,COMPLETED,EVD-20260412-0235
MOV00236,GA480,GA,9M-PWR,A320,78,2026-04-02 22:00,2026-04-03 00:25,A11,CONTACT,153,DOMESTIC,COMPLETED,EVD-20260402-0236
MOV00237,GA807,GA,9M-GKD,A21N,97,2026-02-10 08:50,2026-02-10 09:33,R14,REMOTE,208,INTERNATIONAL,COMPLETED,EVD-20260210-0237
MOV00238,GA6577,GA,9M-YEV,E190,51,2026-02-25 20:10,2026-02-25 23:49,R16,REMOTE,77,INTERNATIONAL,COMPLETED,EVD-20260225-0238
MOV00239,BN1668,BN,9M-DHR,B77W,351,2026-01-30 08:50,2026-01-30 13:38,R10,REMOTE,214,DOMESTIC,COMPLETED,EVD-20260130-0239
MOV00240,CX9453,CX,9M-WBX,B738,79,2026-02-03 14:40,2026-02-03 15:57,A24,CONTACT,147,INTERNATIONAL,COMPLETED,EVD-20260203-0240
